tweet_id,retweet_count,favorite_count
819015331746349057,17714,0
819006400881917954,17714,42860
819004803107983360,34396,82356
818646164899774465,19348,0
818627210458333184,7033,21155
818614493328580609,2345,9268
818588835076603904,5665,0
818536468981415936,2262,10234
818307523543449600,7416,0
818259473185828864,2072,10375
818145370475810820,2358,11576
817908911860748288,737,4591
817827839487737858,24991,48399
817777686764523521,2512,10189
817536400337801217,2717,11075
817502432452313088,3131,0
817423860136083457,13522,31710
817415592588222464,885,5277
817181837579653120,7830,0
817171292965273600,1856,8275
817120970343411712,2403,11500
817056546584727552,1509,8104
816829038950027264,4370,0
816816676327063552,1884,9443
816697700272001025,2044,9209
816450570814898180,7416,28553
816336735214911488,1793,8143
816091915477250048,1976,8457
816062466425819140,942,0
816014286006976512,4858,0
815990720817401858,942,4675
815966073409433600,7830,21049
815745968457060357,3841,0
815736392542261248,2107,9270
815639385530101762,1547,7792
815390420867969024,3550,9794
814986499976527872,1183,7233
814638523311648768,2515,10654
814578408554463233,5435,0
814530161257443328,1732,8188
814153002265309185,8067,27135
813944609378369540,2942,0
813910438903693312,1724,8826
813812741911748608,12987,34495
813800681631023104,1640,7859
813217897535406080,6820,17606
813202720496779264,1699,8738
813187593374461952,4027,18743
813172488309972993,1799,8770
813157409116065792,2059,7350
813142292504645637,2236,8055
813130366689148928,417,4253
813127251579564032,2908,11175
813112105746448384,2554,9767
813096984823349248,3366,9995
813081950185472002,2584,9394
813066809284972545,1821,7521
813051746834595840,6816,19850
812781120811126785,1782,7128
812709060537683968,1347,6271
812503143955202048,1146,5718
812466873996607488,1795,7549
812372279581671427,3409,12881
811985624773361665,1304,6885
811744202451197953,1466,7131
811647686436880384,679,5293
811627233043480576,2833,12018
811386762094317568,5951,19784
810984652412424192,1323,5034
810896069567610880,1637,8496
810657578271330305,2458,10386
810284430598270976,10456,33167
810254108431155201,3150,13918
809920764300447744,3664,14732
809808892968534016,4555,0
809448704142938112,1360,6585
809220051211603969,5225,18794
809084759137812480,3279,12512
808838249661788160,2854,9610
808733504066486276,2028,7465
808501579447930884,2446,10712
808344865868283904,19348,40018
808134635716833280,5487,0
808106460588765185,2060,8361
808001312164028416,3294,11800
807621403335917568,3369,13799
807106840509214720,51387,111134
807059379405148160,6859,0
807010152071229440,3613,12423
806629075125202948,32202,70274
806620845233815552,5122,0
806576416489959424,1818,4647
806542213899489280,2207,9698
806242860592926720,10821,0
806219024703037440,1130,6115
805958939288408065,4986,0
805932879469572096,1794,7850
805826884734976000,1711,6213
805823200554876929,7424,0
805520635690676224,1547,5460
805487436403003392,2368,8311
805207613751304193,1620,7449
804738756058218496,3588,12926
804475857670639616,1881,5821
804413760345620481,2997,0
804026241225523202,14961,41890
803773340896923648,2576,9506
803692223237865472,6890,0
803638050916102144,3870,10332
803380650405482500,1761,7357
803321560782307329,4938,0
803276597545603072,2288,9497
802952499103731712,1865,8543
802624713319034886,2715,0
802600418706604034,1377,6743
802572683846291456,2347,8484
802323869084381190,5453,15293
802265048156610565,1286,6596
802239329049477120,2446,8617
802185808107208704,250,0
801958328846974976,1591,7343
801854953262350336,218,1719
801538201127157760,1945,7789
801285448605831168,770,5718
801167903437357056,5487,23087
801127390143516673,3688,0
801115127852503040,1980,7656
800859414831898624,90,644
800855607700029440,1511,0
800751577355128832,2612,10058
800513324630806528,2811,12445
800459316964663297,2053,9014
800443802682937345,4007,0
800388270626521089,2626,10567
800188575492947969,3677,0
800141422401830912,2383,14460
800018252395122689,12252,26795
799774291445383169,4348,0
799757965289017345,1996,7942
799422933579902976,1792,7666
799308762079035393,5056,0
799297110730567681,2549,9351
799063482566066176,2333,7667
798933969379225600,4136,12369
798925684722855936,1354,7143
798705661114773508,6180,0
798701998996647937,7195,0
798697898615730177,6066,0
798694562394996736,4625,0
798686750113755136,2170,0
798682547630837760,4412,0
798673117451325440,5200,0
798665375516884993,3663,0
798644042770751489,1735,0
798628517273620480,1856,0
798585098161549313,5247,0
798576900688019456,5452,0
798340744599797760,3129,0
798209839306514432,2418,9889
797971864723324932,2880,10911
797545162159308800,4597,13831
797236660651966464,6123,18859
797165961484890113,24,212
796904159865868288,8320,0
796865951799083009,1824,7281
796759840936919040,2816,11168
796563435802726400,6701,0
796484825502875648,1644,7162
796387464403357696,3871,10417
796177847564038144,13308,0
796149749086875649,13308,30382
796125600683540480,1680,4718
796116448414461957,2242,8608
796080075804475393,2157,7990
796031486298386433,3488,10226
795464331001561088,21852,46575
795400264262053889,2671,9468
795076730285391872,5077,15287
794983741416415232,3144,0
794926597468000259,2150,9645
794355576146903043,9618,0
794332329137291264,2526,9098
794205286408003585,3102,8743
793962221541933056,4555,15849
793845145112371200,1738,8738
793614319594401792,2913,0
793601777308463104,1509,7553
793500921481273345,2221,10080
793286476301799424,8557,23269
793271401113350145,2234,8227
793256262322548741,7760,18860
793241302385262592,3060,9945
793226087023144960,2701,9251
793210959003287553,2597,8448
793195938047070209,5252,14391
793180763617361921,1856,6538
793165685325201412,2617,8870
793150605191548928,1590,5830
793135492858580992,2345,6054
793120401413079041,3664,11973
792913359805018113,3696,13535
792883833364439040,3988,10668
792773781206999040,1566,6977
792394556390137856,3998,12664
792050063153438720,1661,6755
791821351946420224,19612,0
791784077045166082,8839,0
791780927877898241,3544,0
791774931465953280,20664,42588
791672322847637504,2913,11106
791406955684368384,3841,12444
791312159183634433,2356,8290
791026214425268224,3790,0
790987426131050500,1980,9275
790946055508652032,4370,15815
790723298204217344,2137,0
790698755171364864,1794,7774
790581949425475584,6614,19468
790337589677002753,1762,7402
790277117346975746,2942,11850
790227638568808452,3291,0
789986466051088384,2137,8776
789960241177853952,3806,0
789903600034189313,3868,9751
789628658055020548,1635,7055
789599242079838210,1785,6356
789530877013393408,3144,11047
789314372632018944,2127,8171
789280767834746880,4569,0
789268448748703744,2433,8622
789137962068021249,2597,9200
788908386943430656,11663,25976
788765914992902144,9618,25805
788552643979468800,6628,0
788412144018661376,4905,14658
788178268662984705,1966,6868
788150585577050112,1196,5776
788070120937619456,3199,0
788039637453406209,1216,5771
787810552592695296,2830,8121
787717603741622272,2574,9678
787397959788929025,2652,10293
787322443945877504,1621,7367
787111942498508800,6271,0
786963064373534720,7396,25178
786729988674449408,2266,0
786709082849828864,5699,17310
786664955043049472,2357,10008
786595970293370880,2899,8945
786363235746385920,3203,10243
786286427768250368,2633,7538
786233965241827333,4349,14357
786051337297522688,145,1348
786036967502913536,6475,0
785927819176054784,2973,10763
785872687017132033,1666,6316
785639753186217984,2098,7426
785533386513321988,1831,8547
785515384317313025,1156,5767
785264754247995392,1510,6882
785170936622350336,4471,11317
784826020293709826,2997,9545
784517518371221505,2354,8467
784431430411685888,1180,5429
784183165795655680,7424,18871
784057939640352768,10306,27977
783839966405230592,9993,28276
783821107061198850,1817,6945
783695101801398276,2980,9830
783466772167098368,2072,7937
783391753726550016,5068,15935
783347506784731136,5128,0
783334639985389568,10820,27352
783085703974514689,2016,7704
782969140009107456,6859,22724
782747134529531904,1312,7050
782722598790725632,4986,16220
782598640137187329,1764,7360
782305867769217024,5103,15656
782021823840026624,5698,0
781955203444699136,3123,10531
781661882474196992,2507,9839
781655249211752448,1047,3756
781524693396357120,5122,19510
781308096455073793,2373,6710
781251288990355457,1919,7887
781163403222056960,2572,9235
780931614150983680,6701,20424
780858289093574656,1854,6775
780800785462489090,1196,5173
780601303617732608,3110,11385
780543529827336192,1623,5931
780496263422808064,3405,0
780476555013349377,103,0
780459368902959104,999,4977
780192070812196864,2074,8184
780092040432480260,2120,0
780074436359819264,4555,11388
779834332596887552,6475,17680
779377524342161408,2872,8219
779124354206535695,16930,0
779056095788752897,4191,13840
778990705243029504,6626,18687
778774459159379968,9106,0
778764940568104960,337,819
778748913645780993,1203,6440
778650543019483137,1383,5403
778624900596654080,939,4329
778408200802557953,3991,12826
778396591732486144,11281,0
778383385161035776,1017,5487
778286810187399168,3050,9703
778039087836069888,2451,7957
778027034220126208,1488,6171
777953400541634568,3252,0
777885040357281792,1511,5978
777684233540206592,2715,10575
777641927919427584,3902,0
777621514455814149,2328,8189
777189768882946048,3969,13268
776819012571455488,12518,0
776813020089548800,1110,4595
776477788987613185,2546,8214
776249906839351296,8408,0
776218204058357768,14628,27979
776201521193218049,2328,8995
776113305656188928,4007,11066
776088319444877312,141,1709
775898661951791106,15448,0
775842724423557120,2452,10999
775733305207554048,3688,13027
775729183532220416,4261,12232
775364825476165632,2704,6921
775350846108426240,3612,9538
775085132600442880,4348,14578
774757898236878852,1649,8107
774639387460112384,1608,6340
774314403806253056,5056,20470
773985732834758656,3571,10120
773922284943896577,1614,6039
773704687002451968,1492,6220
773670353721753600,1219,5042
773547596996571136,5665,20747
773336787167145985,4645,0
773308824254029826,6920,21899
773247561583001600,2990,8852
773191612633579521,3787,9346
772877495989305348,3567,8019
772826264096874500,2199,7550
772615324260794368,3100,0
772581559778025472,1576,6084
772193107915964416,1284,5658
772152991789019136,1048,3576
772117678702071809,684,3535
772114945936949249,440,2573
772102971039580160,860,3760
771908950375665664,1747,6158
771770456517009408,3129,11243
771500966810099713,2411,7745
771380798096281600,4645,9874
771171053431250945,6860,0
771136648247640064,2699,8574
771102124360998913,1324,5846
771014301343748096,1533,6464
770787852854652928,1098,4602
770772759874076672,1319,4875
770655142660169732,1660,6898
770414278348247044,1918,5918
770293558247038976,1351,5831
770093767776997377,2798,0
770069151037685760,2115,7114
769940425801170949,8792,29169
769695466921623552,1556,6021
769335591808995329,7103,0
769212283578875904,1591,5067
768970937022709760,5972,13348
768909767477751808,2425,0
768855141948723200,819,3919
768609597686943744,1094,3840
768596291618299904,1184,4719
768554158521745409,5364,0
768473857036525572,3147,12731
768193404517830656,3252,10142
767884188863397888,1261,4453
767754930266464257,4938,14926
767500508068192258,2136,7020
767191397493538821,3453,11487
767122157629476866,2627,9514
766793450729734144,1248,4724
766714921925144576,345,2457
766693177336135680,727,3783
766423258543644672,1448,5613
766313316352462849,1724,6322
766078092750233600,2409,0
766069199026450432,769,3925
766008592277377025,456,3523
765719909049503744,1981,6777
765669560888528897,1127,4838
765395769549590528,3097,25029
765371061932261376,1995,6658
765222098633691136,3100,10884
764857477905154048,1641,6059
764259802650378240,1382,5620
763956972077010945,49,731
763837565564780549,3790,11715
763183847194451968,1351,5041
763167063695355904,2739,0
763103485927849985,2108,6898
762699858130116608,3291,11322
762471784394268675,5877,10486
762464539388485633,3806,9612
762316489655476224,1026,4494
762035686371364864,14220,29698
761976711479193600,1815,5024
761750502866649088,3570,0
761745352076779520,790,4002
761672994376806400,26594,46109
761599872357261312,1096,3868
761371037149827077,16575,0
761334018830917632,1332,4809
761292947749015552,997,4172
761227390836215808,1436,4979
761004547850530816,3199,10612
760893934457552897,885,3561
760656994973933572,1741,6158
760641137271070720,1185,4653
760539183865880579,3320,7052
760521673607086080,1278,3908
760290219849637889,10521,24990
760252756032651264,795,3691
760190180481531904,1642,5332
760153949710192640,29,0
759943073749200896,1924,5514
759846353224826880,1790,6263
759793422261743616,1756,5562
759557299618865152,1100,4381
759447681597108224,2266,7905
759446261539934208,454,1558
759197388317847553,1797,5682
759159934323924993,1064,0
759099523532779520,3804,13577
759047813560868866,1843,6051
758854675097526272,837,3313
758828659922702336,3537,10435
758740312047005698,1495,5359
758474966123810816,911,3544
758467244762497024,2023,4463
758405701903519748,1754,4858
758355060040593408,956,3141
758099635764359168,9106,17635
758041019896193024,338,2520
757741869644341248,3012,6386
757729163776290825,7176,0
757725642876129280,1108,4237
757611664640446465,1004,4279
757597904299253760,277,0
757596066325864448,953,4056
757400162377592832,6284,14097
757393109802180609,1574,5426
757354760399941633,1297,4193
756998049151549440,1827,5852
756939218950160384,1831,6187
756651752796094464,1190,4688
756526248105566208,3287,9681
756303284449767430,1003,3676
756288534030475264,16242,41045
756275833623502848,1402,5956
755955933503782912,2613,6805
755206590534418437,4885,15254
755110668769038337,10146,19657
754874841593970688,7212,0
754856583969079297,2305,6424
754747087846248448,476,2406
754482103782404096,1785,4912
754449512966619136,671,3493
754120377874386944,2154,7360
753655901052166144,1983,5431
753420520834629632,3223,7304
753398408988139520,1722,5331
753375668877008896,2120,7111
753298634498793472,5183,0
753294487569522689,955,3116
753039830821511168,19093,34479
753026973505581056,873,3641
752932432744185856,6271,11715
752917284578922496,1437,6486
752701944171524096,2603,0
752682090207055872,1454,5579
752660715232722944,1417,4062
752568224206688256,2077,5102
752519690950500352,3144,6825
752334515931054080,1006,3581
752309394570878976,14849,0
752173152931807232,1664,5524
751950017322246144,830,2840
751937170840121344,1193,4811
751830394383790080,1778,5419
751793661361422336,2606,5375
751598357617971201,2820,7384
751583847268179968,1001,4091
751538714308972544,1143,4697
751456908746354688,919,2996
751251247299190784,5367,11692
751205363882532864,1658,5882
751132876104687617,1178,4710
750868782890057730,1241,4437
750719632563142656,4569,12213
750506206503038976,1043,4121
750429297815552001,3902,12261
750383411068534784,1038,4256
750381685133418496,26,667
750147208377409536,873,2900
750132105863102464,1174,3354
750117059602808832,1204,4038
750101899009982464,771,2832
750086836815486976,490,2020
750071704093859840,3017,7225
750056684286914561,817,2946
750041628174217216,563,2948
750026558547456000,716,2519
750011400160841729,819,2996
749996283729883136,754,2820
749981277374128128,2268,4767
749774190421639168,1204,4339
749417653287129088,1504,5650
749403093750648834,489,2428
749395845976588288,3139,7929
749317047558017024,2037,5080
749075273010798592,1876,5345
749064354620928000,1400,4487
749036806121881602,728,2873
748977405889503236,3119,9988
748932637671223296,2052,5390
748705597323898880,871,2577
748699167502000129,1452,4395
748692773788876800,1222,3944
748575535303884801,1795,5614
748568946752774144,606,2037
748346686624440324,1119,4830
748337862848962560,3719,7023
748324050481647620,689,3439
748307329658011649,652,3431
748220828303695873,7078,13097
747963614829678593,1948,5357
747933425676525569,2343,6155
747885874273214464,875,2708
747844099428986880,672,2619
747816857231626240,1052,4488
747651430853525504,143,1270
747648653817413632,5299,11919
747600769478692864,520,2163
747594051852075008,944,3413
747512671126323200,1471,5102
747461612269887489,937,3578
747439450712596480,1748,5022
747242308580548608,2617,0
747219827526344708,1431,4872
747204161125646336,828,3114
747103485104099331,3611,8859
746906459439529985,269,2711
746872823977771008,1934,5546
746818907684614144,1591,4935
746790600704425984,1456,4507
746757706116112384,3544,8797
746726898085036033,1632,5616
746542875601690625,1739,4673
746521445350707200,898,0
746507379341139972,989,4332
746369468511756288,1482,5740
746131877086527488,1991,6367
746056683365994496,737,3314
745789745784041472,961,3650
745712589599014916,2115,6480
745433870967832576,2299,6518
745422732645535745,2189,7925
745314880350101504,2467,6579
745074613265149952,3171,7240
745057283344719872,2044,6734
744995568523612160,567,2733
744971049620602880,2432,7272
744709971296780288,1429,5204
744334592493166593,1923,6321
744234799360020481,70286,144071
744223424764059648,323,1530
743980027717509120,1001,3886
743895849529389061,875,3389
743835915802583040,1861,0
743609206067040256,1266,4151
743595368194129920,5930,16891
743545585370791937,857,3263
743510151680958465,3407,7395
743253157753532416,1114,3920
743222593470234624,1728,5717
743210557239623680,1233,3549
742534281772302336,3265,6530
742528092657332225,1790,4088
742465774154047488,3584,6725
742423170473463808,3405,9063
742385895052087300,1768,6270
742161199639494656,1239,3985
742150209887731712,1392,4692
741793263812808706,1381,4207
741743634094141440,2486,7527
741438259667034112,743,3405
741303864243200000,2906,8099
741099773336379392,5001,9184
741067306818797568,2798,8830
740995100998766593,2456,5803
740711788199743490,858,3138
740699697422163968,705,2646
740676976021798912,6180,16778
740373189193256964,12087,32461
740365076218183684,384,2241
740359016048689152,794,3039
740214038584557568,1778,6163
739979191639244800,5364,18446
739932936087216128,982,3742
739844404073074688,785,3513
739623569819336705,1236,3490
739606147276148736,1487,4972
739544079319588864,19174,36347
739485634323156992,2631,6576
739238157791694849,52604,106733
738891149612572673,6,89
738885046782832640,1041,3497
738883359779196928,718,3034
738537504001953792,1392,4686
738402415918125056,737,2997
738184450748633089,1104,3957
738166403467907072,3022,8041
738156290900254721,580,2272
737826014890496000,1601,4817
737800304142471168,3159,9232
737678689543020544,1190,4621
737445876994609152,4037,9410
737322739594330112,728,3313
737310737551491075,6720,13472
736736130620620800,1536,3860
736392552031657984,6628,16277
736365877722001409,1109,3652
736225175608430592,2532,7464
736010884653420544,2693,7216
735991953473572864,1031,3284
735648611367784448,1005,3721
735635087207878657,2135,5639
735274964362878976,4528,12012
735256018284875776,801,3051
735137028879360001,876,2867
734912297295085568,471,2535
734787690684657664,5739,11522
734776360183431168,487,2309
734559631394082816,353,1372
733828123016450049,714,3297
733822306246479872,921,3377
733482008106668032,850,2872
733460102733135873,1135,3861
733109485275860992,15448,49190
732732193018155009,481,2221
732726085725589504,794,3284
732585889486888962,712,3344
732375214819057664,2273,7410
732005617171337216,4858,13644
731285275100512256,899,3214
731156023742988288,1140,3539
730924654643314689,1780,5623
